Target,Target (Unofficial English translation generated by Artificial Intelligence),Country,Country ISO3,Provenance,Reference year,Expected year of achievement,Location,Location (Unofficial English translation generated by Artificial Intelligence),Total Target Area (km²),Type of LDN intervention,Restore/improve tree covered areas,Increase tree covered areas extent,Restore/improve croplands,Restore/improve grasslands,Restore/improve wetlands,Increase soil fertility and carbon stock,Manage artificial surfaces,Restore/improve protected areas,Increase protected areas,Improve coastal management,General instrument (e.g. policies/economic incentives),Restore/improve multiple land uses,Reduce/halt conversion of multiple land uses,Restore/improve multiple functions,Restore productivity and soc in croplands and grasslands,Other/general/unspecified,Level of achievement,Other important goals addressed by this target,Validation level,Geometry UID,Geometry type
"•	By 2035, reforestation with native species in open areas will be realized on 25.00 km2. In addition, further productivity decline will be avoided through various means and SOC will be maintained at 50 ton/ha by 2030.",NA,Bhutan,BTN,LDN Pilot Project,NA,2030,Nation wide,NA,25.00,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Improve tree cover management
","2 Increase tree-covered area extent
",NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
","7 Manage artificial surfaces
7.1 Restore degraded mining areas
7.2 Improve land productivity on artificial surfaces
7.3 Halt/reduce/regulate expansion of urban/artificial surfaces
","8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
"•	By 2040, the RAMSAR framework will be set up on 1.83 km2",NA,Bhutan,BTN,LDN Pilot Project,NA,2040,Potential Ramsar sites,"Thank you for your question. ""Potential Ramsar sites"" is already in English and does not need to be translated. Let me know if you have any other questions.",1.83,"Avoid
Reduce
",NA,NA,NA,NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"•	By 2035, plantations in open areas will be realized on 0.10 km2.",NA,Bhutan,BTN,LDN Pilot Project,NA,2035,Nation wide,NA,0.10,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
",NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
"•	By 2035, restoration/reclamation of degraded areas will be realized on 0.50 km2",NA,Bhutan,BTN,LDN Pilot Project,NA,2035,Nation wide,NA,0.50,"Reverse
","1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
1.2 Increase land productivity in tree covered areas
1.3 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
",NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
Hasta 2028 se fortalecerá el manejo sustentable de al menos 400.000 ha en zonas áridas planas o con pendiente reducida de Bolivia,"Until 2028, the sustainable management of at least 400,000 hectares in flat or gently sloping arid areas of Bolivia will be strengthened.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,4000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
Para 2028 se ha reducido el problema de erosión laminar en áreas en pendiente que incluye el manejo de 200.000 ha (2.000 km2) de suelos en pendiente,"By 2028, the problem of sheet erosion on sloping areas, including the management of 200,000 hectares (2,000 km2) of sloping soils, has been reduced.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,2000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Hasta 2028, 300.000 ha de nuevas tierras agrícolas en el área Sud este del país han sido habilitadas con principios de manejo agroecológico, riego sustentable y promoción y apoyo de sistemas agro-silvo-pastoriles","By 2028, 300,000 hectares of new agricultural land in the southeastern area of the country have been enabled with principles of agroecological management, sustainable irrigation, and promotion and support of agro-silvo-pastoral systems.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,área Sud este del país,South-east area of the country,3000.00,NA,NA,NA,"3 Restore/improve croplands
3.1 Rehabilitate bare or degraded land for crop production
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Para 2028 se logrará que al menos 100.000 ha de grandes sabanas de zonas bajas que requieren de un manejo adecuado de suelos, logren sostenibilidad productiva a través de programas de enmiendas calcáreas, adición de grandes cantidades de materia orgánica y manejo integrado para no forzar su reacción","By 2028, it will be achieved that at least 100,000 hectares of large lowland savannas that require proper soil management achieve productive sustainability through programs of liming amendments, addition of large quantities of organic matter, and integrated management to avoid forcing their reaction.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Restore vegetation cover (unspecified land use)
16.2 Improve land productivity (unspecified land use)
",ongoing,NA,active,NA,NA
"Para 2028, 60.000 ha de bofedales (humedales de altura) están conservados, han recuperado su vigor y área a través de proyectos de manejos agro-pastoril, turístico. etc.","By 2028, 60,000 hectares of bofedales (high-altitude wetlands) are conserved, have regained their vitality and area through agro-pastoral management projects, tourism, etc.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,600.00,NA,NA,NA,NA,NA,"5 Restore/improve wetlands
5.1 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
Hasta 2025 se tiene ideas claras sobre la dinámica del Carbono en humedales y se ha establecido su potencial de retención de C.,"By 2025, clear ideas about the dynamics of carbon in wetlands will be established and its potential for carbon retention will be understood.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2025,NA,NA,NA,NA,NA,NA,NA,NA,"5 Restore/improve wetlands
","6 Increase soil fertility and carbon stock
6.1 Improve watershed/landscape management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
Para 2028 Bolivia participa activamente en los esquemas de los fondos ambientales y la cooperación Internacional multi y bi-lateral para lograr el manejo de 120.000 ha (1.200 km2) de tierras que de bajo otros escenarios se degradarán y provocarán la emisión de grandes cantidades de CO2.,"By 2028, Bolivia actively participates in environmental funds and multi and bi-lateral international cooperation schemes to achieve the management of 120,000 hectares (1,200 km2) of land that under other scenarios would degrade and cause the emission of large amounts of CO2.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,1200.00,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Para 2025 se habrá establecido el Programa de Comunidades urbana-rurales y de ciudades en armonía con la naturaleza dentro de los SPIE´s de los Municipios involucrados, los cuales regularán el crecimiento en relación a la vocación productiva del suelo y su valor ambiental, mejorando el estado ambiental y psicológico de sus habitantes y evitando la degradación de por lo menos 1.100 km2","By 2025, the Urban-Rural Communities and Cities in Harmony with Nature Program will have been established within the SPIEs of the municipalities involved, which will regulate growth in relation to the productive vocation of the soil and its environmental value, improving the environmental and psychological state of its inhabitants and preventing the degradation of at least 1,100 km2.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2025,NA,NA,1100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,14 Restore/improve multiple functions,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Para 2018, se tiene una adecuada regulación sobre el manejo de suelos forestales la que podría prevenir la degradación de más de 800.000 ha. de tierras forestales hasta 2028","For 2018, there is appropriate regulation regarding the management of forest soils that could prevent the degradation of more than 800,000 hectares of forest land by 2028.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,8000.00,NA,"1 Restore/improve tree-covered areas
1.1 Increase land productivity in tree covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
En conjunción con los servicios de investigación/extensión de los Departamentos se plantea hasta 2030 recuperar hasta un 30 % de las áreas con tendencia a la salinización y a la aridización (60.000 ha o 600 km2),"In conjunction with the research/extension services of the Departments, it is proposed to restore up to 30% of the areas with tendencies towards salinization and aridification by 2030 (60,000 hectares or 600 km2).",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,600.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Hasta 2028 se pretende lograr que las cuencas priorizadas como estratégicas en Bolivia incluyan en sus estrategias de manejo, el concepto de restauración y cobertura de laderas y aforestación en zonas sin previa cobertura forestal y de clase agrológica VII, abarcando al menos 100.000 ha (1.000 km2)","Until 2028 it is intended to achieve that prioritized basins as strategic in Bolivia include in their management strategies the concept of restoration and hillside coverage and afforestation in areas without previous forest cover and of agrological class VII, covering at least 100,000 hectares (1,000 km2)",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14 Restore/improve multiple functions,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Hasta 2028 se han establecido acciones concretas para la preservación, conservación y aprovechamiento sostenible de zonas de vida de condiciones limitantes por medio del manejo de praderas nativas ubicadas en el altiplano boliviano, para mejorar y recuperar la disponibilidad de forrajes nativos y también por medio de la búsqueda del manejo sostenible de humedales para promover el manejo de la biodiversidad local, con lo que se pretende recuperar al menos 20.000 ha (200 km2) de tierras degradadas","Concrete actions have been established until 2028 for the preservation, conservation, and sustainable use of life zones with limiting conditions through the management of native grasslands located in the Bolivian highlands, to improve and recover the availability of native forages and also through the search for sustainable wetland management to promote the management of local biodiversity, with the aim of recovering at least 20,000 hectares (200 km2) of degraded land.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,200.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Hasta 2028, se rehabilitarán a bosque, los suelos intensamente degradados y se recuperarán para uso agro-silvo-pastoril los suelos que todavía pueden manejarse trabajando en al menos 330.000 ha (3.300 km2)","By 2028, forest rehabilitation will be carried out on intensely degraded soils, and the soils that can still be managed will be recovered for agro-silvo-pastoral use by working on at least 330,000 ha (3,300 km2).",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2028,NA,NA,3300.00,NA,"1 Restore/improve tree-covered areas
",NA,"3 Restore/improve croplands
3.1 Rehabilitate bare or degraded land for crop production
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14 Restore/improve multiple functions,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
Se pretende promover la recuperación motivada de al menos 100.000 ha que contarán con créditos nacionales y acuerdos internacionales para su realización a través de proyectos de captura de carbono,There is no point to translate this text as it is already in Spanish.,Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,1000.00,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Promover en los próximos 5 años, la formación intensa de profesionales especializados en la temática","Promote over the next 5 years, intense training of specialized professionals in the subject.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,"16 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Hasta el 2022 lograr que el contexto metodológico de evaluación de parámetros como Carbono Orgánico de Suelos, cambio de cobertura, desertificación, etc, sea claro y unitario, normado por el Viceministerio de Ciencia y Tecnología","By 2022, achieve that the methodological context for evaluating parameters such as Soil Organic Carbon, land cover change, desertification, etc., is clear and unified, regulated by the Vice Ministry of Science and Technology.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Hasta 2025 se contará con un marco regulatorio que guíe las acciones de mantenimiento de la tierra hacia el estado de Neutralidad de Degradación de Tierras,"By 2025, there will be a regulatory framework guiding land maintenance actions towards Land Degradation Neutrality status.",Bolivia (Plurinational State of),BOL,Participation in the LDN Target Setting Programme,NA,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Developing Soil monitoring system focusing in SOC and Soil Fertility,NA,Bosnia and Herzegovina,BIH,LDN Pilot Project,NA,2028,National scale - Entities,National scale - Entidades,51000.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
",NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",not_achieved,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
